Part_Number,Year,Month,Raw_Forecast_Demand
SC-TRN-0013,2020,9,121
SC-TRN-0013,2020,10,29
SC-TRN-0013,2020,11,115
SC-TRN-0013,2020,12,96
SC-TRN-0013,2021,1,70
SC-TRN-0013,2021,2,83
SC-TRN-0013,2021,3,77
SC-TRN-0013,2021,4,139
SC-TRN-0013,2021,5,174
SC-TRN-0013,2021,6,88
SC-TRN-0013,2021,7,53
SC-TRN-0013,2021,8,77
SC-TRN-0013,2021,9,57
SC-TRN-0013,2021,10,32
SC-TRN-0013,2021,11,26
SC-TRN-0013,2021,12,48
SC-TRN-0013,2022,1,241
SC-TRN-0013,2022,2,15
SC-TRN-0013,2022,3,64
SC-TRN-0013,2022,4,54
SC-TRN-0013,2022,5,114
SC-TRN-0013,2022,6,126
SC-TRN-0013,2022,7,210
SC-TRN-0013,2022,8,129
SC-TRN-0013,2022,9,131
SC-TRN-0013,2022,10,156
SC-TRN-0013,2022,11,59
SC-TRN-0013,2022,12,185
SC-TRN-0013,2023,1,106
SC-TRN-0013,2023,2,123
SC-TRN-0013,2023,3,112
SC-TRN-0013,2023,4,76
SC-TRN-0013,2023,5,97
SC-TRN-0013,2023,6,126
SC-TRN-0013,2023,7,106
SC-TRN-0013,2023,8,172
SC-TRN-0013,2023,9,140
SC-TRN-0013,2023,10,73
SC-TRN-0013,2023,11,150
SC-TRN-0013,2023,12,26
SC-TRN-0013,2024,1,2
SC-TRN-0013,2024,2,30
SC-TRN-0013,2024,3,180
SC-TRN-0013,2024,4,134
SC-TRN-0013,2024,5,126
SC-TRN-0013,2024,6,101
SC-TRN-0013,2024,7,13
SC-TRN-0013,2024,8,245
SC-TRN-0013,2024,9,0
SC-TRN-0013,2024,10,125
SC-TRN-0013,2024,11,133
SC-TRN-0013,2024,12,114
SC-CLG-0006,2020,1,21
SC-CLG-0006,2020,2,23
SC-CLG-0006,2020,3,16
SC-CLG-0006,2020,4,15
SC-CLG-0006,2020,5,33
SC-CLG-0006,2020,6,22
SC-CLG-0006,2020,7,44
SC-CLG-0006,2020,8,24
SC-CLG-0006,2020,9,10
SC-CLG-0006,2020,10,22
SC-CLG-0006,2020,11,36
SC-CLG-0006,2020,12,76
SC-CLG-0006,2021,1,30
SC-CLG-0006,2021,2,29
SC-CLG-0006,2021,3,47
SC-CLG-0006,2021,4,38
SC-CLG-0006,2021,5,3
SC-CLG-0006,2021,6,25
SC-CLG-0006,2021,7,24
SC-CLG-0006,2021,8,9
SC-CLG-0006,2021,9,19
SC-CLG-0006,2021,10,15
SC-CLG-0006,2021,11,20
SC-CLG-0006,2021,12,40
SC-CLG-0006,2022,1,31
SC-CLG-0006,2022,2,30
SC-CLG-0006,2022,3,37
SC-CLG-0006,2022,4,27
SC-CLG-0006,2022,5,19
SC-CLG-0006,2022,6,50
SC-CLG-0006,2022,7,0
SC-CLG-0006,2022,8,41
SC-CLG-0006,2022,9,77
SC-CLG-0006,2022,10,28
SC-CLG-0006,2022,11,46
SC-CLG-0006,2022,12,40
SC-CLG-0006,2023,1,62
SC-CLG-0006,2023,2,79
SC-CLG-0006,2023,3,0
SC-CLG-0006,2023,4,91
SC-CLG-0006,2023,5,76
SC-CLG-0006,2023,6,42
SC-CLG-0006,2023,7,68
SC-CLG-0006,2023,8,9
SC-CLG-0006,2023,9,26
SC-CLG-0006,2023,10,16
SC-CLG-0006,2023,11,28
SC-CLG-0006,2023,12,40
SC-CLG-0006,2024,1,30
SC-CLG-0006,2024,2,25
SC-CLG-0006,2024,3,39
SC-CLG-0006,2024,4,29
SC-CLG-0006,2024,5,33
SC-CLG-0006,2024,6,54
SC-CLG-0006,2024,7,40
SC-CLG-0006,2024,8,22
SC-CLG-0006,2024,9,53
SC-CLG-0006,2024,10,33
SC-CLG-0006,2024,11,112
SC-CLG-0006,2024,12,73
SC-ELC-0008,2020,1,116
SC-ELC-0008,2020,2,352
SC-ELC-0008,2020,3,353
SC-ELC-0008,2020,4,129
SC-ELC-0008,2020,5,300
SC-ELC-0008,2020,6,163
SC-ELC-0008,2020,7,321
SC-ELC-0008,2020,8,305
SC-ELC-0008,2020,9,361
SC-ELC-0008,2020,10,393
SC-ELC-0008,2020,11,436
SC-ELC-0008,2020,12,499
SC-ELC-0008,2021,1,216
SC-ELC-0008,2021,2,232
SC-ELC-0008,2021,3,309
SC-ELC-0008,2021,4,314
SC-ELC-0008,2021,5,244
SC-ELC-0008,2021,6,321
SC-ELC-0008,2021,7,208
SC-ELC-0008,2021,8,161
SC-ELC-0008,2021,9,203
SC-ELC-0008,2021,10,375
SC-ELC-0008,2021,11,169
SC-ELC-0008,2021,12,174
SC-ELC-0008,2022,1,301
SC-ELC-0008,2022,2,332
SC-ELC-0008,2022,3,235
SC-ELC-0008,2022,4,286
SC-ELC-0008,2022,5,271
SC-ELC-0008,2022,6,285
SC-ELC-0008,2022,7,361
SC-ELC-0008,2022,8,212
SC-ELC-0008,2022,9,324
SC-ELC-0008,2022,10,283
SC-ELC-0008,2022,11,308
SC-ELC-0008,2022,12,415
SC-ELC-0008,2023,1,444
SC-ELC-0008,2023,2,214
SC-ELC-0008,2023,3,155
SC-ELC-0008,2023,4,149
SC-ELC-0008,2023,5,148
SC-ELC-0008,2023,6,211
SC-ELC-0008,2023,7,248
SC-ELC-0008,2023,8,285
SC-ELC-0008,2023,9,229
SC-ELC-0008,2023,10,250
SC-ELC-0008,2023,11,380
SC-ELC-0008,2023,12,302
SC-ELC-0008,2024,1,398
SC-ELC-0008,2024,2,299
SC-ELC-0008,2024,3,393
SC-ELC-0008,2024,4,243
SC-ELC-0008,2024,5,433
SC-ELC-0008,2024,6,314
SC-ELC-0008,2024,7,225
SC-ELC-0008,2024,8,250
SC-ELC-0008,2024,9,304
SC-ELC-0008,2024,10,243
SC-ELC-0008,2024,11,302
SC-ELC-0008,2024,12,317
SC-FUE-0011,2020,1,489
SC-FUE-0011,2020,2,251
SC-FUE-0011,2020,3,479
SC-FUE-0011,2020,4,700
SC-FUE-0011,2020,5,752
SC-FUE-0011,2020,6,588
SC-FUE-0011,2020,7,674
SC-FUE-0011,2020,8,851
SC-FUE-0011,2020,9,1103
SC-FUE-0011,2020,10,1028
SC-FUE-0011,2020,11,975
SC-FUE-0011,2020,12,684
SC-FUE-0011,2021,1,715
SC-FUE-0011,2021,2,450
SC-FUE-0011,2021,3,872
SC-FUE-0011,2021,4,541
SC-FUE-0011,2021,5,1104
SC-FUE-0011,2021,6,526
SC-FUE-0011,2021,7,850
SC-FUE-0011,2021,8,342
SC-FUE-0011,2021,9,668
SC-FUE-0011,2021,10,446
SC-FUE-0011,2021,11,1192
SC-FUE-0011,2021,12,880
SC-FUE-0011,2022,1,594
SC-FUE-0011,2022,2,713
SC-FUE-0011,2022,3,896
SC-FUE-0011,2022,4,945
SC-FUE-0011,2022,5,1216
SC-FUE-0011,2022,6,1039
SC-FUE-0011,2022,7,340
SC-FUE-0011,2022,8,1329
SC-FUE-0011,2022,9,631
SC-FUE-0011,2022,10,1052
SC-FUE-0011,2022,11,1080
SC-FUE-0011,2022,12,818
SC-FUE-0011,2023,1,649
SC-FUE-0011,2023,2,971
SC-FUE-0011,2023,3,718
SC-FUE-0011,2023,4,1067
SC-FUE-0011,2023,5,843
SC-FUE-0011,2023,6,858
SC-FUE-0011,2023,7,942
SC-FUE-0011,2023,8,579
SC-FUE-0011,2023,9,512
SC-FUE-0011,2023,10,1002
SC-FUE-0011,2023,11,721
SC-FUE-0011,2023,12,760
SC-FUE-0011,2024,1,944
SC-FUE-0011,2024,2,534
SC-FUE-0011,2024,3,1229
SC-FUE-0011,2024,4,673
SC-FUE-0011,2024,5,807
SC-FUE-0011,2024,6,426
SC-FUE-0011,2024,7,786
SC-FUE-0011,2024,8,787
SC-FUE-0011,2024,9,987
SC-FUE-0011,2024,10,733
SC-FUE-0011,2024,11,894
SC-FUE-0011,2024,12,872
SC-ELC-0009,2020,1,1785
SC-ELC-0009,2020,2,2352
SC-ELC-0009,2020,3,1492
SC-ELC-0009,2020,4,1726
SC-ELC-0009,2020,5,1616
SC-ELC-0009,2020,6,2136
SC-ELC-0009,2020,7,1758
SC-ELC-0009,2020,8,2386
SC-ELC-0009,2020,9,2235
SC-ELC-0009,2020,10,2305
SC-ELC-0009,2020,11,3108
SC-ELC-0009,2020,12,2165
SC-ELC-0009,2021,1,2825
SC-ELC-0009,2021,2,2177
SC-ELC-0009,2021,3,1893
SC-ELC-0009,2021,4,2016
SC-ELC-0009,2021,5,3760
SC-ELC-0009,2021,6,2075
SC-ELC-0009,2021,7,2822
SC-ELC-0009,2021,8,2814
SC-ELC-0009,2021,9,2103
SC-ELC-0009,2021,10,2426
SC-ELC-0009,2021,11,2276
SC-ELC-0009,2021,12,1838
SC-ELC-0009,2022,1,3357
SC-ELC-0009,2022,2,2703
SC-ELC-0009,2022,3,2476
SC-ELC-0009,2022,4,2281
SC-ELC-0009,2022,5,2665
SC-ELC-0009,2022,6,2843
SC-ELC-0009,2022,7,3231
SC-ELC-0009,2022,8,2635
SC-ELC-0009,2022,9,2120
SC-ELC-0009,2022,10,2438
SC-ELC-0009,2022,11,2008
SC-ELC-0009,2022,12,2712
SC-ELC-0009,2023,1,3283
SC-ELC-0009,2023,2,2545
SC-ELC-0009,2023,3,1976
SC-ELC-0009,2023,4,2081
SC-ELC-0009,2023,5,2630
SC-ELC-0009,2023,6,2179
SC-ELC-0009,2023,7,1721
SC-ELC-0009,2023,8,2112
SC-ELC-0009,2023,9,2445
SC-ELC-0009,2023,10,1812
SC-ELC-0009,2023,11,2169
SC-ELC-0009,2023,12,3148
SC-ELC-0009,2024,1,2371
SC-ELC-0009,2024,2,1656
SC-ELC-0009,2024,3,3230
SC-ELC-0009,2024,4,3080
SC-ELC-0009,2024,5,3062
SC-ELC-0009,2024,6,2305
SC-ELC-0009,2024,7,2279
SC-ELC-0009,2024,8,2301
SC-ELC-0009,2024,9,3045
SC-ELC-0009,2024,10,2514
SC-ELC-0009,2024,11,2422
SC-ELC-0009,2024,12,2140
SC-TRN-0014,2020,1,1093
SC-TRN-0014,2020,2,1692
SC-TRN-0014,2020,3,1885
SC-TRN-0014,2020,4,1259
SC-TRN-0014,2020,5,1403
SC-TRN-0014,2020,6,1776
SC-TRN-0014,2020,7,1832
SC-TRN-0014,2020,8,1730
SC-TRN-0014,2020,9,1122
SC-TRN-0014,2020,10,1546
SC-TRN-0014,2020,11,1489
SC-TRN-0014,2020,12,1733
SC-TRN-0014,2021,1,2632
SC-TRN-0014,2021,2,1631
SC-TRN-0014,2021,3,1827
SC-TRN-0014,2021,4,1945
SC-TRN-0014,2021,5,1390
SC-TRN-0014,2021,6,2582
SC-TRN-0014,2021,7,1969
SC-TRN-0014,2021,8,2099
SC-TRN-0014,2021,9,1526
SC-TRN-0014,2021,10,1722
SC-TRN-0014,2021,11,1642
SC-TRN-0014,2021,12,1728
SC-TRN-0014,2022,1,2431
SC-TRN-0014,2022,2,1498
SC-TRN-0014,2022,3,1618
SC-TRN-0014,2022,4,2123
SC-TRN-0014,2022,5,1472
SC-TRN-0014,2022,6,1687
SC-TRN-0014,2022,7,1540
SC-TRN-0014,2022,8,1482
SC-TRN-0014,2022,9,1612
SC-TRN-0014,2022,10,1632
SC-TRN-0014,2022,11,1869
SC-TRN-0014,2022,12,2634
SC-TRN-0014,2023,1,2948
SC-TRN-0014,2023,2,2172
SC-TRN-0014,2023,3,1984
SC-TRN-0014,2023,4,2165
SC-TRN-0014,2023,5,2914
SC-TRN-0014,2023,6,2406
SC-TRN-0014,2023,7,1927
SC-TRN-0014,2023,8,1880
SC-TRN-0014,2023,9,1553
SC-TRN-0014,2023,10,1303
SC-TRN-0014,2023,11,2538
SC-TRN-0014,2023,12,1887
SC-TRN-0014,2024,1,3075
SC-TRN-0014,2024,2,2777
SC-TRN-0014,2024,3,2416
SC-TRN-0014,2024,4,3258
SC-TRN-0014,2024,5,1751
SC-TRN-0014,2024,6,3145
SC-TRN-0014,2024,7,1353
SC-TRN-0014,2024,8,1203
SC-TRN-0014,2024,9,2074
SC-TRN-0014,2024,10,2326
SC-TRN-0014,2024,11,1824
SC-TRN-0014,2024,12,2469
SC-FUE-0012,2020,1,2
SC-FUE-0012,2020,2,1
SC-FUE-0012,2020,3,1
SC-FUE-0012,2020,4,3
SC-FUE-0012,2020,5,2
SC-FUE-0012,2020,6,1
SC-FUE-0012,2020,7,0
SC-FUE-0012,2020,8,3
SC-FUE-0012,2020,9,0
SC-FUE-0012,2020,10,0
SC-FUE-0012,2020,11,3
SC-FUE-0012,2020,12,2
SC-FUE-0012,2021,1,0
SC-FUE-0012,2021,2,4
SC-FUE-0012,2021,3,7
SC-FUE-0012,2021,4,3
SC-FUE-0012,2021,5,5
SC-FUE-0012,2021,6,2
SC-FUE-0012,2021,7,5
SC-FUE-0012,2021,8,4
SC-FUE-0012,2021,9,7
SC-FUE-0012,2021,10,0
SC-FUE-0012,2021,11,16
SC-FUE-0012,2021,12,5
SC-FUE-0012,2022,1,2
SC-FUE-0012,2022,2,1
SC-FUE-0012,2022,3,3
SC-FUE-0012,2022,4,5
SC-FUE-0012,2022,5,7
SC-FUE-0012,2022,6,2
SC-FUE-0012,2022,7,7
SC-FUE-0012,2022,8,11
SC-FUE-0012,2022,9,0
SC-FUE-0012,2022,10,17
SC-FUE-0012,2022,11,22
SC-FUE-0012,2022,12,5
SC-FUE-0012,2023,1,2
SC-FUE-0012,2023,2,14
SC-FUE-0012,2023,3,17
SC-FUE-0012,2023,4,4
SC-FUE-0012,2023,5,9
SC-FUE-0012,2023,6,8
SC-FUE-0012,2023,7,16
SC-FUE-0012,2023,8,10
SC-FUE-0012,2023,9,6
SC-FUE-0012,2023,10,0
SC-FUE-0012,2023,11,12
SC-FUE-0012,2023,12,4
SC-FUE-0012,2024,1,17
SC-FUE-0012,2024,2,8
SC-FUE-0012,2024,3,5
SC-FUE-0012,2024,4,2
SC-FUE-0012,2024,5,7
SC-FUE-0012,2024,6,5
SC-FUE-0012,2024,7,3
SC-FUE-0012,2024,8,7
SC-FUE-0012,2024,9,5
SC-FUE-0012,2024,10,3
SC-FUE-0012,2024,11,5
SC-FUE-0012,2024,12,6
SC-FUE-0013,2020,1,11
SC-FUE-0013,2020,2,0
SC-FUE-0013,2020,3,14
SC-FUE-0013,2020,4,0
SC-FUE-0013,2020,5,0
SC-FUE-0013,2020,6,17
SC-FUE-0013,2020,7,15
SC-FUE-0013,2020,8,23
SC-FUE-0013,2020,9,18
SC-FUE-0013,2020,10,17
SC-FUE-0013,2020,11,8
SC-FUE-0013,2020,12,15
SC-FUE-0013,2021,1,11
SC-FUE-0013,2021,2,11
SC-FUE-0013,2021,3,40
SC-FUE-0013,2021,4,38
SC-FUE-0013,2021,5,17
SC-FUE-0013,2021,6,23
SC-FUE-0013,2021,7,49
SC-FUE-0013,2021,8,39
SC-FUE-0013,2021,9,23
SC-FUE-0013,2021,10,16
SC-FUE-0013,2021,11,0
SC-FUE-0013,2021,12,40
SC-FUE-0013,2022,1,37
SC-FUE-0013,2022,2,23
SC-FUE-0013,2022,3,0
SC-FUE-0013,2022,4,29
SC-FUE-0013,2022,5,32
SC-FUE-0013,2022,6,6
SC-FUE-0013,2022,7,14
SC-FUE-0013,2022,8,11
SC-FUE-0013,2022,9,22
SC-FUE-0013,2022,10,2
SC-FUE-0013,2022,11,3
SC-FUE-0013,2022,12,12
SC-FUE-0013,2023,1,13
SC-FUE-0013,2023,2,0
SC-FUE-0013,2023,3,0
SC-FUE-0013,2023,4,20
SC-FUE-0013,2023,5,14
SC-FUE-0013,2023,6,38
SC-FUE-0013,2023,7,43
SC-FUE-0013,2023,8,32
SC-FUE-0013,2023,9,1
SC-FUE-0013,2023,10,29
SC-FUE-0013,2023,11,30
SC-FUE-0013,2023,12,86
SC-FUE-0013,2024,1,56
SC-FUE-0013,2024,2,35
SC-FUE-0013,2024,3,39
SC-FUE-0013,2024,4,60
SC-FUE-0013,2024,5,29
SC-FUE-0013,2024,6,0
SC-FUE-0013,2024,7,22
SC-FUE-0013,2024,8,12
SC-FUE-0013,2024,9,0
SC-FUE-0013,2024,10,19
SC-FUE-0013,2024,11,17
SC-FUE-0013,2024,12,14
SC-SUS-0020,2020,1,1397
SC-SUS-0020,2020,2,1463
SC-SUS-0020,2020,3,1169
SC-SUS-0020,2020,4,1414
SC-SUS-0020,2020,5,1217
SC-SUS-0020,2020,6,1253
SC-SUS-0020,2020,7,1792
SC-SUS-0020,2020,8,2600
SC-SUS-0020,2020,9,1635
SC-SUS-0020,2020,10,1410
SC-SUS-0020,2020,11,1325
SC-SUS-0020,2020,12,1479
SC-SUS-0020,2021,1,2065
SC-SUS-0020,2021,2,1693
SC-SUS-0020,2021,3,1531
SC-SUS-0020,2021,4,1628
SC-SUS-0020,2021,5,1945
SC-SUS-0020,2021,6,1730
SC-SUS-0020,2021,7,2301
SC-SUS-0020,2021,8,2905
SC-SUS-0020,2021,9,1447
SC-SUS-0020,2021,10,1452
SC-SUS-0020,2021,11,1962
SC-SUS-0020,2021,12,1668
SC-SUS-0020,2022,1,1681
SC-SUS-0020,2022,2,2205
SC-SUS-0020,2022,3,2211
SC-SUS-0020,2022,4,1310
SC-SUS-0020,2022,5,1741
SC-SUS-0020,2022,6,1663
SC-SUS-0020,2022,7,2338
SC-SUS-0020,2022,8,2555
SC-SUS-0020,2022,9,1392
SC-SUS-0020,2022,10,1296
SC-SUS-0020,2022,11,1884
SC-SUS-0020,2022,12,1228
SC-SUS-0020,2023,1,2134
SC-SUS-0020,2023,2,2641
SC-SUS-0020,2023,3,2189
SC-SUS-0020,2023,4,2277
SC-SUS-0020,2023,5,2660
SC-SUS-0020,2023,6,2583
SC-SUS-0020,2023,7,2263
SC-SUS-0020,2023,8,2140
SC-SUS-0020,2023,9,2962
SC-SUS-0020,2023,10,2605
SC-SUS-0020,2023,11,2679
SC-SUS-0020,2023,12,2234
SC-SUS-0020,2024,1,1927
SC-SUS-0020,2024,2,1251
SC-SUS-0020,2024,3,1395
SC-SUS-0020,2024,4,2091
SC-SUS-0020,2024,5,2069
SC-SUS-0020,2024,6,2313
SC-SUS-0020,2024,7,2230
SC-SUS-0020,2024,8,3004
SC-SUS-0020,2024,9,2666
SC-SUS-0020,2024,10,2482
SC-SUS-0020,2024,11,1845
SC-SUS-0020,2024,12,2473
SC-FUE-0014,2020,1,10
SC-FUE-0014,2020,2,9
SC-FUE-0014,2020,3,7
SC-FUE-0014,2020,4,36
SC-FUE-0014,2020,5,26
SC-FUE-0014,2020,6,8
SC-FUE-0014,2020,7,33
SC-FUE-0014,2020,8,12
SC-FUE-0014,2020,9,31
SC-FUE-0014,2020,10,24
SC-FUE-0014,2020,11,6
SC-FUE-0014,2020,12,2
SC-FUE-0014,2021,1,26
SC-FUE-0014,2021,2,27
SC-FUE-0014,2021,3,45
SC-FUE-0014,2021,4,55
SC-FUE-0014,2021,5,22
SC-FUE-0014,2021,6,36
SC-FUE-0014,2021,7,41
SC-FUE-0014,2021,8,50
SC-FUE-0014,2021,9,47
SC-FUE-0014,2021,10,81
SC-FUE-0014,2021,11,44
SC-FUE-0014,2021,12,26
SC-FUE-0014,2022,1,45
SC-FUE-0014,2022,2,37
SC-FUE-0014,2022,3,41
SC-FUE-0014,2022,4,23
SC-FUE-0014,2022,5,27
SC-FUE-0014,2022,6,2
SC-FUE-0014,2022,7,26
SC-FUE-0014,2022,8,22
SC-FUE-0014,2022,9,14
SC-FUE-0014,2022,10,29
SC-FUE-0014,2022,11,12
SC-FUE-0014,2022,12,0
SC-FUE-0014,2023,1,8
SC-FUE-0014,2023,2,47
SC-FUE-0014,2023,3,48
SC-FUE-0014,2023,4,23
SC-FUE-0014,2023,5,52
SC-FUE-0014,2023,6,20
SC-FUE-0014,2023,7,58
SC-FUE-0014,2023,8,16
SC-FUE-0014,2023,9,23
SC-FUE-0014,2023,10,27
SC-FUE-0014,2023,11,70
SC-FUE-0014,2023,12,63
SC-FUE-0014,2024,1,26
SC-FUE-0014,2024,2,39
SC-FUE-0014,2024,3,24
SC-FUE-0014,2024,4,8
SC-FUE-0014,2024,5,57
SC-FUE-0014,2024,6,0
SC-FUE-0014,2024,7,15
SC-FUE-0014,2024,8,49
SC-FUE-0014,2024,9,13
SC-FUE-0014,2024,10,23
SC-FUE-0014,2024,11,42
SC-FUE-0014,2024,12,21
SC-ELC-0010,2020,1,443
SC-ELC-0010,2020,2,530
SC-ELC-0010,2020,3,610
SC-ELC-0010,2020,4,616
SC-ELC-0010,2020,5,755
SC-ELC-0010,2020,6,746
SC-ELC-0010,2020,7,809
SC-ELC-0010,2020,8,1075
SC-ELC-0010,2020,9,874
SC-ELC-0010,2020,10,844
SC-ELC-0010,2020,11,817
SC-ELC-0010,2020,12,668
SC-ELC-0010,2021,1,1047
SC-ELC-0010,2021,2,1107
SC-ELC-0010,2021,3,735
SC-ELC-0010,2021,4,659
SC-ELC-0010,2021,5,485
SC-ELC-0010,2021,6,719
SC-ELC-0010,2021,7,764
SC-ELC-0010,2021,8,1067
SC-ELC-0010,2021,9,932
SC-ELC-0010,2021,10,1018
SC-ELC-0010,2021,11,1230
SC-ELC-0010,2021,12,926
SC-ELC-0010,2022,1,967
SC-ELC-0010,2022,2,1136
SC-ELC-0010,2022,3,928
SC-ELC-0010,2022,4,1034
SC-ELC-0010,2022,5,750
SC-ELC-0010,2022,6,1100
SC-ELC-0010,2022,7,868
SC-ELC-0010,2022,8,1219
SC-ELC-0010,2022,9,1134
SC-ELC-0010,2022,10,1095
SC-ELC-0010,2022,11,1464
SC-ELC-0010,2022,12,1395
SC-ELC-0010,2023,1,1071
SC-ELC-0010,2023,2,1082
SC-ELC-0010,2023,3,617
SC-ELC-0010,2023,4,767
SC-ELC-0010,2023,5,857
SC-ELC-0010,2023,6,809
SC-ELC-0010,2023,7,913
SC-ELC-0010,2023,8,1101
SC-ELC-0010,2023,9,1037
SC-ELC-0010,2023,10,725
SC-ELC-0010,2023,11,1066
SC-ELC-0010,2023,12,1272
SC-ELC-0010,2024,1,1784
SC-ELC-0010,2024,2,899
SC-ELC-0010,2024,3,576
SC-ELC-0010,2024,4,1169
SC-ELC-0010,2024,5,1002
SC-ELC-0010,2024,6,1098
SC-ELC-0010,2024,7,1144
SC-ELC-0010,2024,8,1575
SC-ELC-0010,2024,9,1612
SC-ELC-0010,2024,10,1238
SC-ELC-0010,2024,11,1031
SC-ELC-0010,2024,12,1239
SC-ENG-0015,2020,1,0
SC-ENG-0015,2020,2,1
SC-ENG-0015,2020,3,0
SC-ENG-0015,2020,4,3
SC-ENG-0015,2020,5,0
SC-ENG-0015,2020,6,2
SC-ENG-0015,2020,7,1
SC-ENG-0015,2020,8,2
SC-ENG-0015,2020,9,2
SC-ENG-0015,2020,10,1
SC-ENG-0015,2020,11,0
SC-ENG-0015,2020,12,1
SC-ENG-0015,2021,1,1
SC-ENG-0015,2021,2,0
SC-ENG-0015,2021,3,6
SC-ENG-0015,2021,4,5
SC-ENG-0015,2021,5,2
SC-ENG-0015,2021,6,0
SC-ENG-0015,2021,7,5
SC-ENG-0015,2021,8,0
SC-ENG-0015,2021,9,2
SC-ENG-0015,2021,10,5
SC-ENG-0015,2021,11,0
SC-ENG-0015,2021,12,10
SC-ENG-0015,2022,1,8
SC-ENG-0015,2022,2,4
SC-ENG-0015,2022,3,5
SC-ENG-0015,2022,4,4
SC-ENG-0015,2022,5,5
SC-ENG-0015,2022,6,6
SC-ENG-0015,2022,7,3
SC-ENG-0015,2022,8,9
SC-ENG-0015,2022,9,4
SC-ENG-0015,2022,10,4
SC-ENG-0015,2022,11,1
SC-ENG-0015,2022,12,3
SC-ENG-0015,2023,1,0
SC-ENG-0015,2023,2,7
SC-ENG-0015,2023,3,6
SC-ENG-0015,2023,4,5
SC-ENG-0015,2023,5,10
SC-ENG-0015,2023,6,5
SC-ENG-0015,2023,7,4
SC-ENG-0015,2023,8,1
SC-ENG-0015,2023,9,5
SC-ENG-0015,2023,10,6
SC-ENG-0015,2023,11,5
SC-ENG-0015,2023,12,1
SC-ENG-0015,2024,1,8
SC-ENG-0015,2024,2,4
SC-ENG-0015,2024,3,6
SC-ENG-0015,2024,4,0
SC-ENG-0015,2024,5,4
SC-ENG-0015,2024,6,2
SC-ENG-0015,2024,7,2
SC-ENG-0015,2024,8,7
SC-ENG-0015,2024,9,9
SC-ENG-0015,2024,10,0
SC-ENG-0015,2024,11,5
SC-ENG-0015,2024,12,6
SC-FLT-0012,2020,1,45
SC-FLT-0012,2020,2,70
SC-FLT-0012,2020,3,58
SC-FLT-0012,2020,4,59
SC-FLT-0012,2020,5,34
SC-FLT-0012,2020,6,86
SC-FLT-0012,2020,7,85
SC-FLT-0012,2020,8,43
SC-FLT-0012,2020,9,76
SC-FLT-0012,2020,10,90
SC-FLT-0012,2020,11,106
SC-FLT-0012,2020,12,92
SC-FLT-0012,2021,1,60
SC-FLT-0012,2021,2,7
SC-FLT-0012,2021,3,20
SC-FLT-0012,2021,4,185
SC-FLT-0012,2021,5,94
SC-FLT-0012,2021,6,118
SC-FLT-0012,2021,7,46
SC-FLT-0012,2021,8,120
SC-FLT-0012,2021,9,232
SC-FLT-0012,2021,10,277
SC-FLT-0012,2021,11,98
SC-FLT-0012,2021,12,125
SC-FLT-0012,2022,1,177
SC-FLT-0012,2022,2,106
SC-FLT-0012,2022,3,0
SC-FLT-0012,2022,4,105
SC-FLT-0012,2022,5,75
SC-FLT-0012,2022,6,178
SC-FLT-0012,2022,7,111
SC-FLT-0012,2022,8,257
SC-FLT-0012,2022,9,119
SC-FLT-0012,2022,10,123
SC-FLT-0012,2022,11,0
SC-FLT-0012,2022,12,146
SC-FLT-0012,2023,1,93
SC-FLT-0012,2023,2,0
SC-FLT-0012,2023,3,131
SC-FLT-0012,2023,4,177
SC-FLT-0012,2023,5,18
SC-FLT-0012,2023,6,118
SC-FLT-0012,2023,7,69
SC-FLT-0012,2023,8,140
SC-FLT-0012,2023,9,26
SC-FLT-0012,2023,10,74
SC-FLT-0012,2023,11,163
SC-FLT-0012,2023,12,96
SC-FLT-0012,2024,1,63
SC-FLT-0012,2024,2,200
SC-FLT-0012,2024,3,64
SC-FLT-0012,2024,4,33
SC-FLT-0012,2024,5,100
SC-FLT-0012,2024,6,68
SC-FLT-0012,2024,7,138
SC-FLT-0012,2024,8,193
SC-FLT-0012,2024,9,229
SC-FLT-0012,2024,10,201
SC-FLT-0012,2024,11,214
SC-FLT-0012,2024,12,379
SC-ELC-0011,2020,1,1747
SC-ELC-0011,2020,2,1109
SC-ELC-0011,2020,3,1430
SC-ELC-0011,2020,4,1857
SC-ELC-0011,2020,5,1723
SC-ELC-0011,2020,6,1670
SC-ELC-0011,2020,7,1928
SC-ELC-0011,2020,8,2080
SC-ELC-0011,2020,9,2059
SC-ELC-0011,2020,10,1681
SC-ELC-0011,2020,11,1950
SC-ELC-0011,2020,12,1774
SC-ELC-0011,2021,1,2116
SC-ELC-0011,2021,2,2139
SC-ELC-0011,2021,3,1817
SC-ELC-0011,2021,4,2110
SC-ELC-0011,2021,5,2055
SC-ELC-0011,2021,6,1859
SC-ELC-0011,2021,7,2599
SC-ELC-0011,2021,8,2010
SC-ELC-0011,2021,9,2760
SC-ELC-0011,2021,10,2043
SC-ELC-0011,2021,11,1819
SC-ELC-0011,2021,12,2104
SC-ELC-0011,2022,1,3306
SC-ELC-0011,2022,2,2620
SC-ELC-0011,2022,3,1965
SC-ELC-0011,2022,4,3401
SC-ELC-0011,2022,5,2315
SC-ELC-0011,2022,6,2335
SC-ELC-0011,2022,7,2359
SC-ELC-0011,2022,8,1903
SC-ELC-0011,2022,9,1697
SC-ELC-0011,2022,10,2251
