Part_Number,Year,Month,Raw_Forecast,PSC_Adjustment_Amount,Final_Order_Quantity,Adjustment_Reason
SC-FUE-0015,2021,2,2285,769,3054,Customer demand expectation
SC-FUE-0015,2021,3,1911,598,2509,Lead time consideration
SC-FUE-0015,2021,4,1749,679,2428,Customer demand expectation
SC-FUE-0015,2021,5,1678,753,2431,Critical part requirement
SC-FUE-0015,2021,6,2457,964,3421,Customer demand expectation
SC-FUE-0015,2021,7,2551,1118,3669,Customer demand expectation
SC-FUE-0015,2021,8,2105,740,2845,Customer demand expectation
SC-FUE-0015,2021,9,2390,0,2390,
SC-FUE-0015,2021,10,1401,389,1790,
SC-FUE-0015,2021,11,1787,0,1787,
SC-FUE-0015,2021,12,2019,0,2019,
SC-FUE-0015,2022,1,2006,0,2006,
SC-FUE-0015,2022,2,2947,955,3902,Customer demand expectation
SC-FUE-0015,2022,3,2543,0,2543,No adjustment
SC-FUE-0015,2022,4,2179,-890,1289,Inventory consideration
SC-FUE-0015,2022,5,2170,343,2513,Customer demand expectation
SC-FUE-0015,2022,6,2194,-908,1286,Customer demand expectation
SC-FUE-0015,2022,7,2527,780,3307,Lead time consideration
SC-FUE-0015,2022,8,2048,339,2387,Customer demand expectation
SC-FUE-0015,2022,9,2110,296,2406,Critical part requirement
SC-FUE-0015,2022,10,1867,-592,1275,Customer demand expectation
SC-FUE-0015,2022,11,1883,779,2662,Critical part requirement
SC-FUE-0015,2022,12,1675,0,1675,No adjustment
SC-FUE-0015,2023,1,3006,449,3455,Customer demand expectation
SC-FUE-0015,2023,2,2483,972,3455,Critical part requirement
SC-FUE-0015,2023,3,2400,756,3156,Lead time consideration
SC-FUE-0015,2023,4,2432,0,2432,No adjustment
SC-FUE-0015,2023,5,3175,0,3175,
SC-FUE-0015,2023,6,3282,0,3282,
SC-FUE-0015,2023,7,2316,0,2316,
SC-FUE-0015,2023,8,3648,495,4143,Customer demand expectation
SC-FUE-0015,2023,9,3999,650,4649,Critical part requirement
SC-FUE-0015,2023,10,2224,-835,1389,Customer demand expectation
SC-FUE-0015,2023,11,2002,-364,1638,Customer demand expectation
SC-FUE-0015,2023,12,3615,1482,5097,Critical part requirement
SC-FUE-0015,2024,1,3712,429,4141,
SC-FUE-0015,2024,2,2539,-821,1718,Customer demand expectation
SC-FUE-0015,2024,3,2648,0,2648,No adjustment
SC-FUE-0015,2024,4,3912,0,3912,No adjustment
SC-FUE-0015,2024,5,4427,1160,5587,Critical part requirement
SC-FUE-0015,2024,6,2698,468,3166,Lead time consideration
SC-FUE-0015,2024,7,2782,685,3467,Critical part requirement
SC-FUE-0015,2024,8,2721,882,3603,Critical part requirement
SC-FUE-0015,2024,9,3346,0,3346,No adjustment
SC-FUE-0015,2024,10,3126,0,3126,
SC-FUE-0015,2024,11,2855,480,3335,Customer demand expectation
SC-FUE-0015,2024,12,2660,0,2660,
SC-BRK-0013,2020,1,201,59,260,Customer demand expectation
SC-BRK-0013,2020,2,303,74,377,Customer demand expectation
SC-BRK-0013,2020,3,323,40,363,Critical part requirement
SC-BRK-0013,2020,4,415,-179,236,Customer demand expectation
SC-BRK-0013,2020,5,665,0,665,
SC-BRK-0013,2020,6,791,0,791,No adjustment
SC-BRK-0013,2020,7,848,-92,756,Inventory consideration
SC-BRK-0013,2020,8,889,102,991,Customer demand expectation
SC-BRK-0013,2020,9,1120,0,1120,
SC-BRK-0013,2020,10,755,0,755,
SC-BRK-0013,2020,11,1116,-213,903,Customer demand expectation
SC-BRK-0013,2020,12,1146,0,1146,No adjustment
SC-BRK-0013,2021,1,1421,515,1936,Critical part requirement
SC-BRK-0013,2021,2,909,260,1169,Customer demand expectation
SC-BRK-0013,2021,3,730,160,890,Customer demand expectation
SC-BRK-0013,2021,4,787,97,884,Lead time consideration
SC-BRK-0013,2021,5,1223,0,1223,No adjustment
SC-BRK-0013,2021,6,1215,0,1215,No adjustment
SC-BRK-0013,2021,7,882,297,1179,Lead time consideration
SC-BRK-0013,2021,8,1770,348,2118,Customer demand expectation
SC-BRK-0013,2021,9,1192,0,1192,
SC-BRK-0013,2021,10,1101,-216,885,Customer demand expectation
SC-BRK-0013,2021,11,1885,0,1885,
SC-BRK-0013,2021,12,1722,574,2296,Lead time consideration
SC-BRK-0013,2022,1,1040,0,1040,
SC-BRK-0013,2022,2,938,252,1190,Critical part requirement
SC-BRK-0013,2022,3,799,-279,520,Customer demand expectation
SC-BRK-0013,2022,4,1241,0,1241,
SC-BRK-0013,2022,5,1399,0,1399,No adjustment
SC-BRK-0013,2022,6,1706,0,1706,
SC-BRK-0013,2022,7,1838,-417,1421,Customer demand expectation
SC-BRK-0013,2022,8,1346,-194,1152,Customer demand expectation
SC-BRK-0013,2022,9,960,-421,539,Inventory consideration
SC-BRK-0013,2022,10,857,335,1192,Critical part requirement
SC-BRK-0013,2022,11,862,0,862,
SC-BRK-0013,2022,12,1171,-135,1036,Customer demand expectation
SC-BRK-0013,2023,1,1119,-133,986,Inventory consideration
SC-BRK-0013,2023,2,732,-245,487,Customer demand expectation
SC-BRK-0013,2023,3,977,-377,600,Inventory consideration
SC-BRK-0013,2023,4,1280,-523,757,Customer demand expectation
SC-BRK-0013,2023,5,1220,0,1220,
SC-BRK-0013,2023,6,1408,0,1408,
SC-BRK-0013,2023,7,1203,0,1203,No adjustment
SC-BRK-0013,2023,8,756,-104,652,Inventory consideration
SC-BRK-0013,2023,9,858,0,858,
SC-BRK-0013,2023,10,832,109,941,Customer demand expectation
SC-BRK-0013,2023,11,786,-343,443,Customer demand expectation
SC-BRK-0013,2023,12,1315,0,1315,No adjustment
SC-BRK-0013,2024,1,1068,-371,697,Customer demand expectation
SC-BRK-0013,2024,2,798,0,798,
SC-BRK-0013,2024,3,943,-258,685,Inventory consideration
SC-BRK-0013,2024,4,1224,-485,739,Inventory consideration
SC-BRK-0013,2024,5,1161,-251,910,Customer demand expectation
SC-BRK-0013,2024,6,1399,-336,1063,Inventory consideration
SC-BRK-0013,2024,7,1385,0,1385,
SC-BRK-0013,2024,8,1900,-496,1404,Customer demand expectation
SC-BRK-0013,2024,9,1499,625,2124,Lead time consideration
SC-BRK-0013,2024,10,1097,0,1097,No adjustment
SC-BRK-0013,2024,11,886,0,886,No adjustment
SC-BRK-0013,2024,12,1027,0,1027,No adjustment
SC-TRN-0017,2020,1,8,0,8,No adjustment
SC-TRN-0017,2020,2,8,-2,6,Inventory consideration
SC-TRN-0017,2020,3,34,9,43,Critical part requirement
SC-TRN-0017,2020,4,41,0,41,No adjustment
SC-TRN-0017,2020,5,76,-14,62,Inventory consideration
SC-TRN-0017,2020,6,27,-8,19,Inventory consideration
SC-TRN-0017,2020,7,45,0,45,
SC-TRN-0017,2020,8,33,-7,26,Inventory consideration
SC-TRN-0017,2020,9,92,-16,76,Inventory consideration
SC-TRN-0017,2020,10,34,0,34,
SC-TRN-0017,2020,11,73,19,92,Critical part requirement
SC-TRN-0017,2020,12,32,-7,25,Customer demand expectation
SC-TRN-0017,2021,1,44,0,44,No adjustment
SC-TRN-0017,2021,2,25,9,34,Lead time consideration
SC-TRN-0017,2021,3,23,-10,13,Inventory consideration
SC-TRN-0017,2021,4,38,11,49,Lead time consideration
SC-TRN-0017,2021,5,136,-26,110,
SC-TRN-0017,2021,6,9,2,11,Critical part requirement
SC-TRN-0017,2021,7,49,0,49,No adjustment
SC-TRN-0017,2021,8,95,-30,65,Inventory consideration
SC-TRN-0017,2021,9,133,-46,87,Inventory consideration
SC-TRN-0017,2021,10,29,0,29,
SC-TRN-0017,2021,11,110,-42,68,Customer demand expectation
SC-TRN-0017,2021,12,0,0,0,Customer demand expectation
SC-TRN-0017,2022,1,72,0,72,
SC-TRN-0017,2022,2,38,0,38,No adjustment
SC-TRN-0017,2022,3,58,-16,42,Inventory consideration
SC-TRN-0017,2022,4,26,0,26,
SC-TRN-0017,2022,5,26,8,34,Critical part requirement
SC-TRN-0017,2022,6,34,-5,29,Customer demand expectation
SC-TRN-0017,2022,7,51,17,68,Customer demand expectation
SC-TRN-0017,2022,8,41,0,41,No adjustment
SC-TRN-0017,2022,9,110,0,110,
SC-TRN-0017,2022,10,37,-14,23,Inventory consideration
SC-TRN-0017,2022,11,54,0,54,No adjustment
SC-TRN-0017,2022,12,59,0,59,No adjustment
SC-TRN-0017,2023,1,86,-30,56,Customer demand expectation
SC-TRN-0017,2023,2,55,0,55,
SC-TRN-0017,2023,3,102,0,102,No adjustment
SC-TRN-0017,2023,4,0,0,0,Inventory consideration
SC-TRN-0017,2023,5,73,23,96,Critical part requirement
SC-TRN-0017,2023,6,20,0,20,
SC-TRN-0017,2023,7,104,-28,76,Inventory consideration
SC-TRN-0017,2023,8,121,-43,78,Inventory consideration
SC-TRN-0017,2023,9,80,-23,57,
SC-TRN-0017,2023,10,121,-35,86,Customer demand expectation
SC-TRN-0017,2023,11,150,-29,121,Inventory consideration
SC-TRN-0017,2023,12,245,-67,178,Inventory consideration
SC-TRN-0017,2024,1,49,0,49,
SC-TRN-0017,2024,2,107,-15,92,
SC-TRN-0017,2024,3,75,0,75,No adjustment
SC-TRN-0017,2024,4,115,-36,79,Customer demand expectation
SC-TRN-0017,2024,5,178,-33,145,Inventory consideration
SC-TRN-0017,2024,6,17,0,17,
SC-TRN-0017,2024,7,82,-32,50,Customer demand expectation
SC-TRN-0017,2024,8,147,0,147,
SC-TRN-0017,2024,9,62,0,62,No adjustment
SC-TRN-0017,2024,10,57,-12,45,Inventory consideration
SC-TRN-0017,2024,11,211,39,250,Critical part requirement
SC-TRN-0017,2024,12,43,0,43,No adjustment
SC-SUS-0022,2020,1,340,0,340,
SC-SUS-0022,2020,2,753,175,928,Critical part requirement
SC-SUS-0022,2020,3,487,0,487,
SC-SUS-0022,2020,4,365,45,410,Customer demand expectation
SC-SUS-0022,2020,5,419,0,419,No adjustment
SC-SUS-0022,2020,6,186,40,226,Customer demand expectation
SC-SUS-0022,2020,7,394,172,566,Critical part requirement
SC-SUS-0022,2020,8,538,-158,380,Customer demand expectation
SC-SUS-0022,2020,9,456,-87,369,Customer demand expectation
SC-SUS-0022,2020,10,513,-194,319,Customer demand expectation
SC-SUS-0022,2020,11,761,0,761,
SC-SUS-0022,2020,12,863,-236,627,Customer demand expectation
SC-SUS-0022,2021,1,663,0,663,No adjustment
SC-SUS-0022,2021,2,726,131,857,Lead time consideration
SC-SUS-0022,2021,3,609,-74,535,Customer demand expectation
SC-SUS-0022,2021,4,542,-183,359,Inventory consideration
SC-SUS-0022,2021,5,421,-118,303,Customer demand expectation
SC-SUS-0022,2021,6,960,-278,682,Inventory consideration
SC-SUS-0022,2021,7,618,0,618,
SC-SUS-0022,2021,8,556,-236,320,Inventory consideration
SC-SUS-0022,2021,9,804,0,804,
SC-SUS-0022,2021,10,709,-158,551,Customer demand expectation
SC-SUS-0022,2021,11,458,0,458,
SC-SUS-0022,2021,12,480,153,633,Customer demand expectation
SC-SUS-0022,2022,1,582,-155,427,Inventory consideration
SC-SUS-0022,2022,2,331,0,331,
SC-SUS-0022,2022,3,482,0,482,No adjustment
SC-SUS-0022,2022,4,337,-53,284,Customer demand expectation
SC-SUS-0022,2022,5,376,-139,237,Customer demand expectation
SC-SUS-0022,2022,6,387,0,387,
SC-SUS-0022,2022,7,778,-281,497,Customer demand expectation
SC-SUS-0022,2022,8,444,0,444,
SC-SUS-0022,2022,9,415,-114,301,
SC-SUS-0022,2022,10,801,85,886,Lead time consideration
SC-SUS-0022,2022,11,675,0,675,
SC-SUS-0022,2022,12,814,0,814,No adjustment
SC-SUS-0022,2023,1,662,-133,529,Inventory consideration
SC-SUS-0022,2023,2,584,-111,473,Customer demand expectation
SC-SUS-0022,2023,3,482,102,584,Lead time consideration
SC-SUS-0022,2023,4,420,111,531,Lead time consideration
SC-SUS-0022,2023,5,490,0,490,
SC-SUS-0022,2023,6,471,0,471,No adjustment
SC-SUS-0022,2023,7,549,0,549,
SC-SUS-0022,2023,8,481,-215,266,Inventory consideration
SC-SUS-0022,2023,9,357,107,464,Critical part requirement
SC-SUS-0022,2023,10,690,-87,603,Customer demand expectation
SC-SUS-0022,2023,11,891,0,891,No adjustment
SC-SUS-0022,2023,12,865,-94,771,Inventory consideration
SC-SUS-0022,2024,1,458,-131,327,Customer demand expectation
SC-SUS-0022,2024,2,538,-109,429,Inventory consideration
SC-SUS-0022,2024,3,337,36,373,Customer demand expectation
SC-SUS-0022,2024,4,541,-115,426,Inventory consideration
SC-SUS-0022,2024,5,1050,-133,917,Customer demand expectation
SC-SUS-0022,2024,6,528,223,751,Critical part requirement
SC-SUS-0022,2024,7,441,-161,280,Inventory consideration
SC-SUS-0022,2024,8,932,-136,796,Customer demand expectation
SC-SUS-0022,2024,9,622,0,622,
SC-SUS-0022,2024,10,696,0,696,
SC-SUS-0022,2024,11,500,-145,355,Inventory consideration
SC-SUS-0022,2024,12,488,0,488,
SC-SUS-0023,2020,1,27,0,27,No adjustment
SC-SUS-0023,2020,2,58,-10,48,Customer demand expectation
SC-SUS-0023,2020,3,67,-25,42,Customer demand expectation
SC-SUS-0023,2020,4,32,0,32,
SC-SUS-0023,2020,5,37,9,46,Lead time consideration
SC-SUS-0023,2020,6,30,-12,18,Inventory consideration
SC-SUS-0023,2020,7,129,29,158,Lead time consideration
SC-SUS-0023,2020,8,87,-14,73,Inventory consideration
SC-SUS-0023,2020,9,86,-18,68,Customer demand expectation
SC-SUS-0023,2020,10,70,14,84,Critical part requirement
SC-SUS-0023,2020,11,86,0,86,
SC-SUS-0023,2020,12,29,-12,17,Customer demand expectation
SC-SUS-0023,2021,1,37,0,37,
SC-SUS-0023,2021,2,8,-3,5,Inventory consideration
SC-SUS-0023,2021,3,125,-31,94,Inventory consideration
SC-SUS-0023,2021,4,48,-6,42,Customer demand expectation
SC-SUS-0023,2021,5,54,-15,39,Customer demand expectation
SC-SUS-0023,2021,6,8,0,8,No adjustment
SC-SUS-0023,2021,7,61,-22,39,Inventory consideration
SC-SUS-0023,2021,8,46,-15,31,Customer demand expectation
SC-SUS-0023,2021,9,46,-6,40,
SC-SUS-0023,2021,10,35,-9,26,Inventory consideration
SC-SUS-0023,2021,11,67,0,67,No adjustment
SC-SUS-0023,2021,12,51,6,57,Critical part requirement
SC-SUS-0023,2022,1,74,-9,65,Inventory consideration
SC-SUS-0023,2022,2,21,4,25,Lead time consideration
SC-SUS-0023,2022,3,30,10,40,
SC-SUS-0023,2022,4,60,-24,36,Inventory consideration
SC-SUS-0023,2022,5,74,-16,58,Inventory consideration
SC-SUS-0023,2022,6,52,-12,40,Customer demand expectation
SC-SUS-0023,2022,7,49,-10,39,Customer demand expectation
SC-SUS-0023,2022,8,33,0,33,No adjustment
SC-SUS-0023,2022,9,29,7,36,Lead time consideration
SC-SUS-0023,2022,10,31,0,31,No adjustment
SC-SUS-0023,2022,11,34,-13,21,Inventory consideration
SC-SUS-0023,2022,12,30,-10,20,Inventory consideration
SC-SUS-0023,2023,1,71,-11,60,Inventory consideration
SC-SUS-0023,2023,2,65,26,91,Lead time consideration
SC-SUS-0023,2023,3,59,-12,47,Inventory consideration
SC-SUS-0023,2023,4,36,-7,29,Inventory consideration
SC-SUS-0023,2023,5,14,0,14,No adjustment
SC-SUS-0023,2023,6,60,-9,51,Customer demand expectation
SC-SUS-0023,2023,7,75,-31,44,Customer demand expectation
SC-SUS-0023,2023,8,39,-5,34,Customer demand expectation
SC-SUS-0023,2023,9,43,-11,32,Customer demand expectation
SC-SUS-0023,2023,10,6,0,6,
SC-SUS-0023,2023,11,18,0,18,
SC-SUS-0023,2023,12,41,14,55,Customer demand expectation
SC-SUS-0023,2024,1,76,-13,63,Customer demand expectation
SC-SUS-0023,2024,2,35,11,46,Lead time consideration
SC-SUS-0023,2024,3,69,0,69,No adjustment
SC-SUS-0023,2024,4,24,-3,21,Inventory consideration
SC-SUS-0023,2024,5,46,-17,29,Customer demand expectation
SC-SUS-0023,2024,6,26,0,26,
SC-SUS-0023,2024,7,0,0,0,Customer demand expectation
SC-SUS-0023,2024,8,18,-5,13,Inventory consideration
SC-SUS-0023,2024,9,89,-9,80,Customer demand expectation
SC-SUS-0023,2024,10,27,12,39,Lead time consideration
SC-SUS-0023,2024,11,0,0,0,Inventory consideration
SC-SUS-0023,2024,12,42,14,56,Critical part requirement
SC-HYD-0015,2020,1,1176,251,1427,Lead time consideration
SC-HYD-0015,2020,2,1156,0,1156,
SC-HYD-0015,2020,3,785,-341,444,Customer demand expectation
SC-HYD-0015,2020,4,536,154,690,Critical part requirement
SC-HYD-0015,2020,5,719,-150,569,Customer demand expectation
SC-HYD-0015,2020,6,442,180,622,Customer demand expectation
SC-HYD-0015,2020,7,760,139,899,Lead time consideration
SC-HYD-0015,2020,8,534,0,534,
SC-HYD-0015,2020,9,708,253,961,Critical part requirement
SC-HYD-0015,2020,10,552,-121,431,Inventory consideration
SC-HYD-0015,2020,11,573,223,796,Customer demand expectation
SC-HYD-0015,2020,12,518,112,630,Critical part requirement
SC-HYD-0015,2021,1,1041,385,1426,Lead time consideration
SC-HYD-0015,2021,2,1141,-292,849,Inventory consideration
SC-HYD-0015,2021,3,378,0,378,
SC-HYD-0015,2021,4,716,202,918,Lead time consideration
SC-HYD-0015,2021,5,548,111,659,Customer demand expectation
SC-HYD-0015,2021,6,880,123,1003,Critical part requirement
SC-HYD-0015,2021,7,282,0,282,
SC-HYD-0015,2021,8,439,0,439,
SC-HYD-0015,2021,9,947,144,1091,
SC-HYD-0015,2021,10,882,329,1211,Customer demand expectation
SC-HYD-0015,2021,11,994,0,994,
SC-HYD-0015,2021,12,948,346,1294,Critical part requirement
SC-HYD-0015,2022,1,1226,543,1769,Lead time consideration
SC-HYD-0015,2022,2,886,168,1054,Critical part requirement
SC-HYD-0015,2022,3,777,152,929,Lead time consideration
SC-HYD-0015,2022,4,312,-102,210,Inventory consideration
SC-HYD-0015,2022,5,567,0,567,No adjustment
SC-HYD-0015,2022,6,520,-84,436,Customer demand expectation
SC-HYD-0015,2022,7,583,151,734,Critical part requirement
SC-HYD-0015,2022,8,950,0,950,No adjustment
SC-HYD-0015,2022,9,958,305,1263,Critical part requirement
SC-HYD-0015,2022,10,667,292,959,
SC-HYD-0015,2022,11,406,0,406,
SC-HYD-0015,2022,12,815,0,815,No adjustment
SC-HYD-0015,2023,1,890,215,1105,Critical part requirement
SC-HYD-0015,2023,2,806,177,983,Lead time consideration
SC-HYD-0015,2023,3,614,69,683,Customer demand expectation
SC-HYD-0015,2023,4,841,149,990,Critical part requirement
SC-HYD-0015,2023,5,604,188,792,Lead time consideration
SC-HYD-0015,2023,6,616,-267,349,Customer demand expectation
SC-HYD-0015,2023,7,647,145,792,Lead time consideration
SC-HYD-0015,2023,8,701,218,919,Customer demand expectation
SC-HYD-0015,2023,9,775,-260,515,
SC-HYD-0015,2023,10,954,269,1223,Lead time consideration
SC-HYD-0015,2023,11,560,211,771,Lead time consideration
SC-HYD-0015,2023,12,574,252,826,Customer demand expectation
SC-HYD-0015,2024,1,722,87,809,Critical part requirement
SC-HYD-0015,2024,2,756,0,756,
SC-HYD-0015,2024,3,543,-92,451,Inventory consideration
SC-HYD-0015,2024,4,755,0,755,No adjustment
SC-HYD-0015,2024,5,622,0,622,
SC-HYD-0015,2024,6,806,212,1018,Customer demand expectation
SC-HYD-0015,2024,7,650,-244,406,Customer demand expectation
SC-HYD-0015,2024,8,487,184,671,Customer demand expectation
SC-HYD-0015,2024,9,614,0,614,No adjustment
SC-HYD-0015,2024,10,713,207,920,Customer demand expectation
SC-HYD-0015,2024,11,911,0,911,
SC-HYD-0015,2024,12,674,-115,559,
SC-CLG-0007,2020,1,158,0,158,No adjustment
SC-CLG-0007,2020,2,29,7,36,Customer demand expectation
SC-CLG-0007,2020,3,525,0,525,No adjustment
SC-CLG-0007,2020,4,443,-63,380,Customer demand expectation
SC-CLG-0007,2020,5,636,111,747,Lead time consideration
SC-CLG-0007,2020,6,555,242,797,Customer demand expectation
SC-CLG-0007,2020,7,350,148,498,Lead time consideration
SC-CLG-0007,2020,8,728,0,728,
SC-CLG-0007,2020,9,1220,0,1220,
SC-CLG-0007,2020,10,1682,0,1682,
SC-CLG-0007,2020,11,859,-174,685,Inventory consideration
SC-CLG-0007,2020,12,717,-137,580,Customer demand expectation
SC-CLG-0007,2021,1,772,132,904,Critical part requirement
SC-CLG-0007,2021,2,1024,399,1423,Lead time consideration
SC-CLG-0007,2021,3,714,0,714,
SC-CLG-0007,2021,4,352,-117,235,Inventory consideration
SC-CLG-0007,2021,5,1060,0,1060,No adjustment
SC-CLG-0007,2021,6,744,0,744,No adjustment
SC-CLG-0007,2021,7,509,-180,329,Customer demand expectation
SC-CLG-0007,2021,8,683,-265,418,Inventory consideration
SC-CLG-0007,2021,9,845,0,845,
SC-CLG-0007,2021,10,950,-245,705,Inventory consideration
SC-CLG-0007,2021,11,752,0,752,
SC-CLG-0007,2021,12,850,0,850,No adjustment
SC-CLG-0007,2022,1,307,125,432,Critical part requirement
SC-CLG-0007,2022,2,762,0,762,
SC-CLG-0007,2022,3,956,0,956,
SC-CLG-0007,2022,4,966,278,1244,Lead time consideration
SC-CLG-0007,2022,5,572,58,630,Lead time consideration
SC-CLG-0007,2022,6,869,-337,532,
SC-CLG-0007,2022,7,548,166,714,Customer demand expectation
SC-CLG-0007,2022,8,479,-134,345,Inventory consideration
SC-CLG-0007,2022,9,1190,0,1190,
SC-CLG-0007,2022,10,1626,-621,1005,Inventory consideration
SC-CLG-0007,2022,11,663,215,878,Critical part requirement
SC-CLG-0007,2022,12,1071,230,1301,Critical part requirement
SC-CLG-0007,2023,1,872,-210,662,Inventory consideration
SC-CLG-0007,2023,2,591,128,719,Critical part requirement
SC-CLG-0007,2023,3,517,0,517,No adjustment
SC-CLG-0007,2023,4,723,0,723,
SC-CLG-0007,2023,5,692,0,692,
SC-CLG-0007,2023,6,701,-265,436,Inventory consideration
SC-CLG-0007,2023,7,881,0,881,
SC-CLG-0007,2023,8,641,0,641,No adjustment
SC-CLG-0007,2023,9,1150,325,1475,Lead time consideration
SC-CLG-0007,2023,10,1034,0,1034,
SC-CLG-0007,2023,11,607,0,607,
SC-CLG-0007,2023,12,819,-212,607,Customer demand expectation
SC-CLG-0007,2024,1,829,-98,731,Inventory consideration
SC-CLG-0007,2024,2,1229,146,1375,Customer demand expectation
SC-CLG-0007,2024,3,724,0,724,No adjustment
SC-CLG-0007,2024,4,1179,367,1546,Customer demand expectation
SC-CLG-0007,2024,5,1283,548,1831,Critical part requirement
SC-CLG-0007,2024,6,604,80,684,Customer demand expectation
SC-CLG-0007,2024,7,1018,0,1018,No adjustment
SC-CLG-0007,2024,8,732,133,865,Lead time consideration
SC-CLG-0007,2024,9,1346,-203,1143,Inventory consideration
SC-CLG-0007,2024,10,901,191,1092,Critical part requirement
SC-CLG-0007,2024,11,387,0,387,No adjustment
SC-CLG-0007,2024,12,753,-312,441,Inventory consideration
SC-TRN-0018,2020,1,480,0,480,
SC-TRN-0018,2020,2,386,83,469,Customer demand expectation
SC-TRN-0018,2020,3,496,-93,403,Customer demand expectation
SC-TRN-0018,2020,4,679,81,760,Customer demand expectation
SC-TRN-0018,2020,5,730,-99,631,Inventory consideration
SC-TRN-0018,2020,6,863,-128,735,Inventory consideration
SC-TRN-0018,2020,7,837,166,1003,Critical part requirement
SC-TRN-0018,2020,8,669,-217,452,Inventory consideration
SC-TRN-0018,2020,9,570,0,570,No adjustment
SC-TRN-0018,2020,10,434,0,434,
SC-TRN-0018,2020,11,550,97,647,
SC-TRN-0018,2020,12,676,-204,472,Customer demand expectation
SC-TRN-0018,2021,1,868,0,868,
SC-TRN-0018,2021,2,549,-91,458,Inventory consideration
SC-TRN-0018,2021,3,590,261,851,
SC-TRN-0018,2021,4,946,195,1141,Customer demand expectation
SC-TRN-0018,2021,5,689,219,908,Lead time consideration
SC-TRN-0018,2021,6,669,0,669,No adjustment
SC-TRN-0018,2021,7,709,-179,530,Inventory consideration
SC-TRN-0018,2021,8,675,268,943,Lead time consideration
SC-TRN-0018,2021,9,788,-213,575,Inventory consideration
SC-TRN-0018,2021,10,676,152,828,
SC-TRN-0018,2021,11,539,0,539,No adjustment
SC-TRN-0018,2021,12,830,0,830,
SC-TRN-0018,2022,1,678,0,678,No adjustment
SC-TRN-0018,2022,2,727,0,727,No adjustment
SC-TRN-0018,2022,3,986,-420,566,Customer demand expectation
SC-TRN-0018,2022,4,748,-238,510,Inventory consideration
SC-TRN-0018,2022,5,1132,-212,920,Customer demand expectation
SC-TRN-0018,2022,6,767,-114,653,Inventory consideration
SC-TRN-0018,2022,7,671,-288,383,Customer demand expectation
SC-TRN-0018,2022,8,717,295,1012,Lead time consideration
SC-TRN-0018,2022,9,697,-229,468,Inventory consideration
SC-TRN-0018,2022,10,655,0,655,
SC-TRN-0018,2022,11,673,0,673,No adjustment
SC-TRN-0018,2022,12,869,0,869,No adjustment
SC-TRN-0018,2023,1,1128,-285,843,Customer demand expectation
SC-TRN-0018,2023,2,1246,0,1246,
SC-TRN-0018,2023,3,726,0,726,No adjustment
SC-TRN-0018,2023,4,705,0,705,No adjustment
SC-TRN-0018,2023,5,929,351,1280,
SC-TRN-0018,2023,6,1112,339,1451,Lead time consideration
SC-TRN-0018,2023,7,1014,-165,849,Inventory consideration
SC-TRN-0018,2023,8,623,-215,408,Customer demand expectation
SC-TRN-0018,2023,9,791,0,791,
SC-TRN-0018,2023,10,879,-323,556,Inventory consideration
SC-TRN-0018,2023,11,734,0,734,No adjustment
SC-TRN-0018,2023,12,916,-159,757,Customer demand expectation
SC-TRN-0018,2024,1,821,0,821,No adjustment
SC-TRN-0018,2024,2,680,-87,593,Customer demand expectation
SC-TRN-0018,2024,3,785,277,1062,Lead time consideration
SC-TRN-0018,2024,4,1062,-388,674,Inventory consideration
SC-TRN-0018,2024,5,978,-263,715,Customer demand expectation
SC-TRN-0018,2024,6,1113,0,1113,No adjustment
SC-TRN-0018,2024,7,1073,440,1513,Critical part requirement
SC-TRN-0018,2024,8,1139,0,1139,No adjustment
SC-TRN-0018,2024,9,706,106,812,Lead time consideration
SC-TRN-0018,2024,10,653,104,757,Critical part requirement
SC-TRN-0018,2024,11,963,0,963,No adjustment
SC-TRN-0018,2024,12,1074,0,1074,
SC-CLG-0008,2020,1,614,-257,357,Inventory consideration
SC-CLG-0008,2020,2,796,-126,670,Inventory consideration
SC-CLG-0008,2020,3,715,0,715,
SC-CLG-0008,2020,4,809,141,950,Customer demand expectation
SC-CLG-0008,2020,5,650,0,650,
SC-CLG-0008,2020,6,730,106,836,Customer demand expectation
SC-CLG-0008,2020,7,722,0,722,
SC-CLG-0008,2020,8,987,0,987,No adjustment
SC-CLG-0008,2020,9,1022,0,1022,
SC-CLG-0008,2020,10,871,0,871,No adjustment
SC-CLG-0008,2020,11,1058,0,1058,
SC-CLG-0008,2020,12,896,0,896,No adjustment
SC-CLG-0008,2021,1,865,336,1201,Customer demand expectation
SC-CLG-0008,2021,2,961,183,1144,Critical part requirement
SC-CLG-0008,2021,3,466,47,513,Customer demand expectation
SC-CLG-0008,2021,4,1066,-232,834,Inventory consideration
SC-CLG-0008,2021,5,1007,155,1162,Critical part requirement
SC-CLG-0008,2021,6,832,0,832,
SC-CLG-0008,2021,7,1324,-149,1175,Inventory consideration
SC-CLG-0008,2021,8,1662,-386,1276,Inventory consideration
SC-CLG-0008,2021,9,1026,0,1026,No adjustment
SC-CLG-0008,2021,10,1215,0,1215,No adjustment
SC-CLG-0008,2021,11,1054,-398,656,Customer demand expectation
SC-CLG-0008,2021,12,870,-279,591,Inventory consideration
SC-CLG-0008,2022,1,1123,0,1123,No adjustment
SC-CLG-0008,2022,2,838,0,838,
SC-CLG-0008,2022,3,990,-177,813,Inventory consideration
