Branch_ID,Part_Number,Year,Month,Actual_Demand_Qty
JKT,SC-FUE-0009,2024,4,0.0
TRK,SC-SUS-0013,2023,5,0.0
SMD,SC-ELC-0012,2023,3,5.0
MDN,SC-ENG-0015,2021,5,0.0
PTK,SC-ENG-0007,2020,1,12.0
SGT,SC-SUS-0011,2021,2,0.0
JKT,SC-ELC-0009,2024,7,98.0
BPN2,SC-TWA-0010,2023,5,0.0
MND,SC-TRN-0012,2022,3,19.0
BJM,SC-HYD-0014,2023,1,43.0
SGT,SC-TWA-0013,2021,1,0.0
PKU,SC-BRK-0001,2020,11,4.0
SMD,SC-ELC-0012,2020,12,11.0
MRK,SC-CLG-0005,2020,4,105.0
JKT,SC-FUE-0010,2020,1,28.0
SRG,SC-HYD-0005,2022,10,3.0
PTK,SC-CLG-0004,2022,2,46.0
JMB,SC-TWA-0003,2021,3,8.0
DPS,SC-ENG-0016,2020,3,18.0
GTO,SC-ENG-0014,2023,6,-5.0
SRG,SC-ELC-0009,2023,3,94.0
MKS,SC-SUS-0020,2024,9,75.0
KPG,SC-TWA-0006,2023,3,0.0
MLG,SC-FLT-0008,2024,11,25.0
PLU,SC-ENG-0003,2024,7,10.0
JMB,SC-FUE-0003,2024,11,6.0
BKL,SC-FLT-0003,2023,9,13.0
KDI,SC-ELC-0010,2022,4,26.0
SGT,SC-HYD-0002,2024,2,3.0
BJM,SC-SUS-0009,2022,4,9.0
PTK,SC-TRN-0017,2024,7,0.0
JMB,SC-TRN-0016,2022,7,10.0
BKL,SC-CLG-0003,2023,2,7.0
KDI,SC-SUS-0017,2023,8,0.0
MLG,SC-FUE-0015,2020,3,127.0
BJM,SC-SUS-0022,2023,2,13.0
JMB,SC-TWA-0011,2022,12,0.0
SGT,SC-FUE-0016,2020,10,0.0
PTK,SC-HYD-0004,2020,7,39.0
SMD,SC-SUS-0019,2022,5,0.0
TRK,SC-BRK-0008,2021,11,0.0
TRK,SC-FUE-0007,2024,9,0.0
SMG,SC-SUS-0001,2020,10,
BPP,SC-ELC-0011,2022,3,87.0
JKT,SC-SUS-0007,2020,6,127.0
LHK,SC-SUS-0024,2024,9,44.0
BPN2,SC-FLT-0003,2023,7,31.0
PLB,SC-TRN-0012,2020,1,11.0
GTO,SC-FUE-0016,2022,2,0.0
AMQ,SC-ENG-0016,2023,9,20.0
JAY,SC-SUS-0012,2022,9,5.0
MLG,SC-CLG-0006,2023,8,0.0
SMG,SC-ELC-0004,2021,4,0.0
SMG,SC-FLT-0012,2022,12,0.0
MRK,SC-TWA-0005,2023,8,0.0
SOQ,SC-SUS-0002,2020,6,17.0
BKL,SC-CLG-0004,2023,7,63.0
SRG,SC-ENG-0012,2021,9,78.0
MRK,SC-TRN-0008,2024,2,44.0
MRK,SC-TRN-0014,2024,2,71.0
MKS,SC-TWA-0012,2024,10,0.0
LHK,SC-SUS-0003,2020,7,-2.0
BJM,SC-BRK-0002,2020,4,0.0
CRB,SC-SUS-0011,2021,2,5.0
SGT,SC-FLT-0008,2024,5,0.0
PLB,SC-FUE-0013,2022,4,0.0
JAY,SC-TWA-0003,2020,9,0.0
JKT,SC-SUS-0022,2022,7,0.0
MLG,SC-CLG-0007,2023,5,0.0
TRK,SC-FLT-0009,2020,2,
DPS,SC-FUE-0001,2022,9,11.0
KDI,SC-TWA-0007,2022,10,15.0
JKT,SC-CLG-0005,2023,3,49.0
MTR,SC-ENG-0003,2023,2,0.0
SOQ,SC-HYD-0015,2021,2,0.0
AMQ,SC-BRK-0007,2021,8,10.0
BPN2,SC-FUE-0006,2021,1,1.0
PLU,SC-TWA-0011,2024,9,0.0
LHK,SC-TWA-0007,2022,9,0.0
MKS,SC-HYD-0012,2022,2,10.0
PLU,SC-TRN-0012,2022,9,14.0
BDG,SC-HYD-0015,2024,3,12.0
SOQ,SC-CLG-0004,2021,10,51.0
MDN,SC-TRN-0014,2020,11,73.0
JKT,SC-TWA-0002,2020,9,71.0
KPG,SC-TRN-0015,2023,7,4.0
SRG,SC-FUE-0008,2023,4,0.0
BJM,SC-CLG-0007,2021,6,14.0
SBY,SC-FLT-0009,2024,5,8.0
BPN2,SC-BRK-0001,2020,12,0.0
TRK,SC-ENG-0016,2022,7,0.0
LHK,SC-FLT-0004,2023,11,0.0
MKS,SC-FLT-0006,2021,3,0.0
MKS,SC-SUS-0018,2024,1,0.0
PKU,SC-SUS-0010,2023,12,0.0
PDG,SC-SUS-0020,2022,12,51.0
SGT,SC-SUS-0024,2021,4,30.0
CRB,SC-FUE-0008,2024,12,0.0
GTO,SC-ELC-0001,2024,10,
SMG,SC-SUS-0019,2020,3,0.0
SOQ,SC-CLG-0002,2023,11,0.0
BPP,SC-BRK-0003,2022,3,107.0
SGT,SC-FLT-0001,2022,2,0.0
KPG,SC-TWA-0004,2023,5,17.0
MND,SC-HYD-0007,2020,8,16.0
CRB,SC-HYD-0006,2024,9,18.0
PLU,SC-FLT-0005,2023,3,56.0
SRG,SC-TWA-0002,2020,8,115.0
BPP,SC-FUE-0005,2022,8,18.0
SRG,SC-TWA-0003,2024,4,27.0
SGT,SC-ELC-0006,2022,6,0.0
MKS,SC-SUS-0022,2023,12,0.0
KPG,SC-ENG-0015,2020,12,0.0
SMG,SC-FLT-0009,2023,5,0.0
BDG,SC-FUE-0005,2024,10,7.0
PLU,SC-FLT-0007,2022,1,8.0
SMD,SC-TWA-0003,2023,1,0.0
BPP,SC-ELC-0005,2023,9,
CRB,SC-TRN-0006,2020,10,41.0
SOQ,SC-SUS-0024,2021,3,30.0
AMQ,SC-TRN-0002,2024,7,20.0
LHK,SC-SUS-0021,2022,4,15.0
SMG,SC-SUS-0023,2022,3,0.0
SGT,SC-ENG-0003,2023,10,0.0
KDI,SC-CLG-0007,2021,1,30.0
MDN,SC-ENG-0011,2020,2,2.0
PLB,SC-FUE-0010,2023,4,30.0
LPG,SC-BRK-0013,2021,5,39.0
PDG,SC-ENG-0009,2023,12,0.0
KDI,SC-ENG-0012,2020,2,34.0
BPN2,SC-FLT-0011,2021,2,24.0
JMB,SC-ELC-0011,2022,12,42.0
SGT,SC-BRK-0011,2022,7,2.0
JKT,SC-FUE-0011,2022,3,0.0
GTO,SC-SUS-0002,2024,11,34.0
KDI,SC-FLT-0007,2024,10,0.0
SBY,SC-SUS-0002,2023,2,42.0
SBY,SC-FUE-0007,2024,3,0.0
MTR,SC-SUS-0012,2021,8,0.0
LHK,SC-FUE-0008,2022,5,0.0
TRK,SC-FLT-0010,2024,9,51.0
BPN2,SC-SUS-0009,2020,3,-17.0
SRG,SC-TRN-0010,2021,12,40.0
SMD,SC-ELC-0012,2020,1,7.0
KDI,SC-SUS-0009,2023,5,24.0
MTR,SC-TRN-0005,2020,5,0.0
BPN2,SC-SUS-0017,2023,3,0.0
PKU,SC-ELC-0002,2023,11,51.0
MRK,SC-FLT-0007,2024,2,0.0
PTK,SC-FUE-0007,2020,1,0.0
PDG,SC-HYD-0008,2024,12,0.0
BDG,SC-CLG-0005,2022,8,17.0
LHK,SC-FLT-0010,2023,11,41.0
PTK,SC-BRK-0006,2021,10,11.0
SOQ,SC-BRK-0006,2021,12,8.0
SGT,SC-SUS-0006,2023,4,0.0
BPP,SC-TRN-0017,2020,9,2.0
JMB,SC-HYD-0003,2022,8,0.0
SMD,SC-SUS-0003,2021,10,3.0
BTH,SC-ELC-0006,2020,4,3.0
KDI,SC-BRK-0001,2024,2,7.0
PLU,SC-FUE-0003,2022,8,3.0
SBY,SC-TRN-0018,2021,12,33.0
SMG,SC-TWA-0006,2024,1,1.0
SMD,SC-FUE-0016,2020,7,12.0
PDG,SC-BRK-0012,2024,6,21.0
TRK,SC-SUS-0016,2024,8,38.0
BDG,SC-HYD-0008,2023,6,0.0
BTH,SC-TWA-0002,2022,10,31.0
PLU,SC-TRN-0010,2022,4,19.0
BPP,SC-TRN-0006,2024,6,38.0
KPG,SC-FLT-0002,2023,10,30.0
CRB,SC-HYD-0002,2020,1,0.0
AMQ,SC-FLT-0008,2020,5,0.0
LHK,SC-FUE-0013,2024,3,4.0
SBY,SC-FUE-0004,2023,8,0.0
SBY,SC-ENG-0005,2023,11,
SOQ,SC-FUE-0016,2022,1,3.0
MND,SC-ENG-0011,2023,5,0.0
JMB,SC-BRK-0007,2020,6,0.0
BDG,SC-FUE-0005,2024,3,3.0
SOQ,SC-TWA-0005,2021,4,0.0
CRB,SC-ENG-0005,2023,1,0.0
AMQ,SC-FUE-0013,2022,7,0.0
SRG,SC-FUE-0001,2023,10,41.0
MLG,SC-HYD-0014,2022,10,99.0
MRK,SC-TWA-0004,2023,10,20.0
MND,SC-TWA-0003,2024,9,11.0
MND,SC-ELC-0011,2024,2,54.0
MRK,SC-FUE-0014,2023,11,0.0
LHK,SC-SUS-0014,2024,11,0.0
GTO,SC-FUE-0011,2020,1,8.0
PLU,SC-CLG-0006,2021,3,0.0
TRK,SC-HYD-0008,2020,11,5.0
MDN,SC-FLT-0002,2020,5,18.0
BKL,SC-SUS-0003,2021,6,1.0
SRG,SC-ENG-0004,2024,3,1.0
JKT,SC-SUS-0004,2022,5,63.0
SMG,SC-BRK-0010,2021,6,25.0
MRK,SC-HYD-0014,2023,11,146.0
YGY,SC-HYD-0006,2024,11,36.0
LHK,SC-ENG-0003,2024,10,0.0
LPG,SC-ELC-0009,2020,6,45.0
LPG,SC-CLG-0008,2022,12,39.0
SMD,SC-SUS-0021,2023,7,4.0
PTK,SC-TWA-0004,2023,12,0.0
BJM,SC-ENG-0004,2024,10,0.0
AMQ,SC-TRN-0006,2022,3,6.0
MND,SC-HYD-0016,2022,7,0.0
SGT,SC-FUE-0016,2024,3,0.0
LHK,SC-TWA-0010,2021,1,0.0
SRG,SC-BRK-0011,2024,9,0.0
MND,SC-ENG-0001,2023,10,0.0
BPN2,SC-ENG-0015,2021,12,0.0
PKU,SC-HYD-0003,2022,7,22.0
MRK,SC-ELC-0007,2023,10,58.0
YGY,SC-TWA-0007,2022,3,26.0
LPG,SC-SUS-0016,2020,12,40.0
PKU,SC-FUE-0012,2023,9,1.0
SGT,SC-HYD-0006,2020,6,9.0
MLG,SC-BRK-0013,2024,2,44.0
JAY,SC-TWA-0013,2023,5,0.0
MKS,SC-CLG-0006,2024,10,0.0
TRK,SC-ELC-0002,2020,1,11.0
KPG,SC-FLT-0001,2022,3,8.0
SBY,SC-ENG-0008,2020,8,0.0
PTK,SC-TWA-0009,2023,3,46.0
KPG,SC-ELC-0010,2024,10,34.0
TRK,SC-SUS-0009,2023,7,0.0
MND,SC-FUE-0009,2021,4,0.0
BPN2,SC-ENG-0016,2021,8,45.0
PKU,SC-ENG-0005,2022,4,0.0
SOQ,SC-HYD-0007,2021,9,95.0
SGT,SC-HYD-0001,2024,9,31.0
BTH,SC-FLT-0011,2023,11,0.0
SRG,SC-HYD-0015,2022,4,
GTO,SC-BRK-0013,2021,8,38.0
JAY,SC-TRN-0009,2024,3,0.0
MDN,SC-SUS-0012,2022,1,0.0
CRB,SC-TRN-0001,2023,10,9.0
PLU,SC-TWA-0002,2024,8,69.0
JMB,SC-TWA-0002,2021,3,34.0
JAY,SC-TRN-0017,2023,3,1.0
SMD,SC-TRN-0001,2023,10,0.0
SMD,SC-ENG-0013,2020,8,0.0
KDI,SC-TRN-0017,2024,2,0.0
JAY,SC-TRN-0003,2024,1,0.0
BPP,SC-ENG-0008,2023,6,12.0
GTO,SC-SUS-0008,2024,2,0.0
SGT,SC-FLT-0003,2021,8,9.0
LHK,SC-TRN-0012,2022,10,0.0
BKL,SC-ELC-0002,2024,5,2.0
BPP,SC-ENG-0014,2020,10,0.0
MND,SC-TWA-0011,2020,8,2.0
SBY,SC-ENG-0008,2021,7,13.0
PTK,SC-HYD-0011,2021,7,8.0
MKS,SC-ENG-0013,2022,2,0.0
BDG,SC-BRK-0007,2020,4,23.0
MKS,SC-SUS-0013,2022,12,0.0
BJM,SC-BRK-0008,2021,8,0.0
BTH,SC-SUS-0004,2020,6,9.0
MDN,SC-ENG-0002,2024,2,81.0
LHK,SC-ELC-0010,2023,4,20.0
BPP,SC-BRK-0011,2024,12,0.0
SMD,SC-BRK-0012,2022,9,0.0
MRK,SC-ELC-0009,2020,3,81.0
JAY,SC-ENG-0015,2023,7,0.0
BDG,SC-SUS-0009,2024,9,13.0
SBY,SC-TRN-0012,2023,1,30.0
KPG,SC-TRN-0008,2022,3,63.0
BDG,SC-TRN-0011,2020,11,0.0
LHK,SC-BRK-0012,2024,10,16.0
JKT,SC-TWA-0011,2020,11,13.0
KDI,SC-FUE-0006,2024,10,0.0
SGT,SC-TWA-0001,2024,8,7.0
KDI,SC-ELC-0010,2022,12,60.0
LPG,SC-FUE-0015,2021,12,64.0
MTR,SC-FUE-0015,2022,4,90.0
JKT,SC-FUE-0014,2024,8,5.0
BKL,SC-BRK-0007,2020,4,9.0
KDI,SC-HYD-0007,2024,11,24.0
BKL,SC-FUE-0001,2024,9,0.0
YGY,SC-BRK-0003,2022,11,0.0
TRK,SC-ELC-0010,2023,6,32.0
AMQ,SC-HYD-0003,2021,10,5.0
BJM,SC-SUS-0009,2024,11,0.0
JAY,SC-SUS-0002,2021,8,36.0
BDG,SC-ENG-0015,2020,6,0.0
MDN,SC-CLG-0002,2020,11,0.0
YGY,SC-HYD-0004,2020,5,148.0
PKU,SC-TRN-0003,2022,2,0.0
BTH,SC-SUS-0017,2024,10,0.0
TRK,SC-CLG-0007,2021,6,19.0
JKT,SC-TWA-0009,2020,4,0.0
MTR,SC-FUE-0007,2020,7,0.0
SOQ,SC-SUS-0005,2023,4,2.0
JMB,SC-ENG-0014,2020,8,0.0
JMB,SC-TWA-0009,2023,9,0.0
BPP,SC-FLT-0002,2022,3,0.0
MLG,SC-SUS-0007,2021,1,38.0
SBY,SC-SUS-0017,2024,1,0.0
BPN2,SC-ELC-0010,2022,6,35.0
SMD,SC-ELC-0011,2024,8,24.0
JMB,SC-ENG-0012,2023,1,27.0
KDI,SC-SUS-0008,2020,4,46.0
JMB,SC-FUE-0001,2022,1,11.0
SMG,SC-SUS-0020,2020,2,45.0
SOQ,SC-CLG-0006,2020,7,0.0
PTK,SC-TWA-0013,2022,11,0.0
MTR,SC-FUE-0001,2021,2,32.0
BJM,SC-BRK-0006,2023,8,40.0
BJM,SC-SUS-0005,2021,8,
KPG,SC-CLG-0003,2021,10,0.0
MTR,SC-FUE-0010,2022,10,32.0
SBY,SC-TRN-0008,2021,7,51.0
AMQ,SC-TRN-0012,2020,10,0.0
MKS,SC-CLG-0008,2023,6,57.0
BPP,SC-TWA-0013,2024,1,23.0
CRB,SC-FUE-0004,2022,10,0.0
JAY,SC-SUS-0020,2020,1,35.0
AMQ,SC-TWA-0004,2024,10,14.0
MRK,SC-BRK-0011,2022,10,0.0
BKL,SC-BRK-0013,2024,4,-21.0
SMG,SC-HYD-0016,2023,6,75.0
SRG,SC-CLG-0002,2023,2,19.0
PTK,SC-SUS-0023,2021,9,
SRG,SC-CLG-0002,2024,7,29.0
BKL,SC-FLT-0005,2020,4,9.0
PLB,SC-ENG-0013,2021,1,0.0
BDG,SC-HYD-0001,2022,10,18.0
BTH,SC-TWA-0011,2021,12,0.0
KDI,SC-SUS-0010,2024,5,106.0
TRK,SC-BRK-0009,2021,5,0.0
TRK,SC-FUE-0015,2021,3,66.0
JAY,SC-SUS-0004,2022,8,0.0
MDN,SC-FUE-0006,2021,5,0.0
TRK,SC-FLT-0004,2023,5,0.0
PDG,SC-ELC-0006,2021,12,0.0
BJM,SC-SUS-0024,2024,5,50.0
SMD,SC-HYD-0002,2022,5,0.0
AMQ,SC-ENG-0016,2024,3,17.0
BDG,SC-TRN-0004,2021,2,0.0
GTO,SC-BRK-0012,2022,5,26.0
MRK,SC-SUS-0011,2020,6,5.0
LHK,SC-FLT-0009,2020,1,3.0
MND,SC-FLT-0007,2024,2,0.0
JKT,SC-HYD-0016,2023,4,5.0
PKU,SC-FLT-0003,2020,5,18.0
SOQ,SC-FUE-0005,2022,8,7.0
PLB,SC-TRN-0012,2021,4,9.0
LPG,SC-TWA-0006,2024,6,0.0
BDG,SC-BRK-0013,2022,4,11.0
LPG,SC-BRK-0006,2022,9,3.0
BKL,SC-FUE-0013,2021,1,0.0
YGY,SC-SUS-0015,2022,6,0.0
BKL,SC-HYD-0004,2021,6,10.0
GTO,SC-ENG-0009,2024,8,1.0
PLB,SC-CLG-0008,2023,5,0.0
BDG,SC-SUS-0020,2023,8,38.0
LPG,SC-FUE-0008,2024,6,0.0
PDG,SC-ENG-0010,2023,8,0.0
PLB,SC-HYD-0015,2023,1,14.0
GTO,SC-FLT-0006,2020,11,0.0
YGY,SC-CLG-0004,2024,5,97.0
DPS,SC-ELC-0011,2021,10,48.0
BTH,SC-TRN-0002,2020,4,12.0
BPN2,SC-TWA-0010,2024,7,0.0
SBY,SC-FUE-0016,2021,4,0.0
CRB,SC-BRK-0007,2021,12,0.0
KDI,SC-ELC-0006,2020,3,0.0
SMD,SC-SUS-0002,2020,6,9.0
BJM,SC-FLT-0005,2021,9,18.0
SGT,SC-FLT-0006,2022,8,0.0
DPS,SC-ENG-0010,2024,8,0.0
LPG,SC-BRK-0004,2022,1,19.0
MLG,SC-BRK-0003,2021,2,77.0
LPG,SC-FLT-0012,2024,8,0.0
MLG,SC-TWA-0005,2024,9,0.0
LPG,SC-HYD-0014,2020,9,42.0
AMQ,SC-SUS-0023,2020,12,0.0
MND,SC-HYD-0011,2024,12,0.0
BDG,SC-HYD-0005,2022,5,0.0
SMG,SC-TRN-0011,2022,2,1.0
YGY,SC-TWA-0008,2021,1,0.0
MND,SC-BRK-0005,2023,2,4.0
PKU,SC-HYD-0002,2022,11,3.0
MND,SC-TRN-0004,2020,4,0.0
BTH,SC-TRN-0012,2020,6,7.0
DPS,SC-BRK-0002,2024,11,3.0
BJM,SC-SUS-0018,2020,8,0.0
MDN,SC-SUS-0014,2023,7,0.0
PTK,SC-CLG-0005,2020,12,36.0
YGY,SC-SUS-0010,2021,4,56.0
BTH,SC-TRN-0004,2021,2,27.0
CRB,SC-TWA-0011,2023,11,0.0
AMQ,SC-SUS-0010,2023,7,
BDG,SC-ELC-0004,2024,9,0.0
BKL,SC-TRN-0018,2023,5,8.0
MDN,SC-TRN-0002,2021,6,42.0
SMG,SC-ELC-0008,2023,2,10.0
SRG,SC-HYD-0009,2023,1,3.0
DPS,SC-ELC-0012,2024,11,16.0
MLG,SC-CLG-0006,2023,7,0.0
JMB,SC-CLG-0007,2024,5,35.0
GTO,SC-SUS-0007,2024,10,57.0
SMD,SC-SUS-0002,2020,11,9.0
LHK,SC-TRN-0009,2023,3,16.0
JMB,SC-ELC-0002,2024,3,20.0
BDG,SC-ENG-0001,2024,10,0.0
YGY,SC-TRN-0012,2023,4,35.0
BTH,SC-TRN-0006,2020,3,6.0
GTO,SC-SUS-0010,2023,7,0.0
BJM,SC-SUS-0004,2022,5,20.0
PKU,SC-SUS-0011,2023,5,0.0
CRB,SC-TRN-0001,2023,12,22.0
SMG,SC-SUS-0015,2020,1,9.0
SMG,SC-TRN-0004,2020,9,58.0
PLU,SC-ENG-0005,2024,3,31.0
DPS,SC-SUS-0021,2020,5,0.0
PLB,SC-FUE-0011,2021,1,14.0
PLB,SC-FLT-0011,2023,1,8.0
JAY,SC-TWA-0012,2022,3,0.0
SRG,SC-SUS-0024,2020,9,60.0
PDG,SC-TRN-0017,2020,2,0.0
JKT,SC-FLT-0013,2022,12,12.0
JMB,SC-SUS-0020,2023,4,45.0
PDG,SC-TRN-0009,2020,6,4.0
KPG,SC-SUS-0001,2020,9,4.0
SRG,SC-ELC-0002,2023,8,52.0
JAY,SC-TWA-0007,2024,9,27.0
LPG,SC-FUE-0011,2020,2,30.0
BJM,SC-CLG-0003,2020,9,10.0
BPP,SC-FLT-0010,2021,7,59.0
SMG,SC-HYD-0009,2023,6,7.0
PKU,SC-BRK-0005,2022,12,25.0
AMQ,SC-TRN-0011,2021,12,7.0
BJM,SC-FUE-0013,2022,10,0.0
GTO,SC-TWA-0012,2021,10,0.0
MND,SC-FUE-0013,2024,8,0.0
JMB,SC-SUS-0010,2022,5,31.0
BPN2,SC-ELC-0003,2024,1,34.0
MKS,SC-FUE-0007,2020,7,2.0
JKT,SC-ENG-0008,2024,11,10.0
SRG,SC-ELC-0003,2023,6,
DPS,SC-TWA-0007,2024,10,0.0
JKT,SC-HYD-0001,2023,1,41.0
TRK,SC-ENG-0013,2024,9,0.0
MRK,SC-FUE-0016,2022,3,0.0
KDI,SC-ENG-0005,2020,10,29.0
KDI,SC-HYD-0005,2021,3,3.0
KDI,SC-CLG-0003,2023,10,32.0
LPG,SC-HYD-0003,2022,9,19.0
GTO,SC-CLG-0005,2023,7,34.0
BPN2,SC-ENG-0005,2022,4,0.0
BJM,SC-ENG-0014,2023,2,2.0
BKL,SC-SUS-0013,2021,7,0.0
BDG,SC-ENG-0001,2020,4,0.0
MRK,SC-ENG-0012,2020,6,38.0
MDN,SC-FUE-0014,2024,2,3.0
KDI,SC-FUE-0006,2023,10,0.0
CRB,SC-HYD-0014,2020,8,70.0
KPG,SC-FLT-0011,2023,7,14.0
BTH,SC-ELC-0001,2022,4,0.0
KDI,SC-CLG-0007,2020,9,29.0
BPP,SC-SUS-0013,2020,7,0.0
BJM,SC-TRN-0002,2023,5,37.0
MTR,SC-SUS-0024,2020,9,110.0
PDG,SC-TRN-0016,2021,9,4.0
SMD,SC-ELC-0010,2022,2,8.0
SBY,SC-FUE-0004,2024,7,0.0
TRK,SC-TWA-0008,2022,1,0.0
SOQ,SC-FUE-0003,2023,9,4.0
PLU,SC-ELC-0006,2023,2,0.0
BPP,SC-TWA-0005,2023,3,0.0
PLU,SC-ENG-0006,2021,6,14.0
MKS,SC-FUE-0010,2024,1,44.0
PTK,SC-SUS-0010,2023,3,84.0
LPG,SC-SUS-0001,2021,4,10.0
PLB,SC-TWA-0003,2022,10,7.0
PKU,SC-BRK-0011,2022,5,0.0
BKL,SC-FLT-0008,2023,12,0.0
CRB,SC-ENG-0016,2022,6,0.0
YGY,SC-TWA-0007,2023,10,27.0
MTR,SC-HYD-0016,2021,7,11.0
MLG,SC-HYD-0006,2021,6,21.0
BJM,SC-FUE-0013,2022,11,0.0
GTO,SC-HYD-0007,2023,2,13.0
SOQ,SC-CLG-0001,2020,3,0.0
PDG,SC-ELC-0001,2021,2,0.0
BPN2,SC-FUE-0001,2024,1,26.0
BPN2,SC-FLT-0007,2022,1,9.0
SMD,SC-FUE-0013,2023,4,-1.0
KPG,SC-SUS-0007,2021,6,
SGT,SC-ENG-0014,2021,7,4.0
SMD,SC-FUE-0014,2021,3,1.0
YGY,SC-TWA-0003,2021,2,26.0
SBY,SC-HYD-0004,2020,10,153.0
LPG,SC-SUS-0009,2021,5,7.0
SRG,SC-TRN-0006,2021,8,0.0
SBY,SC-BRK-0011,2021,3,0.0
YGY,SC-FUE-0015,2020,10,53.0
SMG,SC-ENG-0010,2022,6,0.0
PKU,SC-TWA-0007,2024,9,30.0
PTK,SC-ENG-0011,2024,10,3.0
PLU,SC-ENG-0004,2022,9,0.0
BDG,SC-TWA-0003,2020,4,0.0
PTK,SC-SUS-0001,2021,2,5.0
MRK,SC-FUE-0008,2022,6,0.0
PTK,SC-FUE-0011,2020,12,38.0
AMQ,SC-TRN-0003,2024,11,1.0
DPS,SC-TWA-0004,2021,12,
MDN,SC-ELC-0001,2021,7,0.0
SGT,SC-FUE-0004,2021,8,6.0
PTK,SC-ENG-0003,2022,9,0.0
BKL,SC-TRN-0014,2020,8,10.0
KDI,SC-ENG-0001,2022,2,7.0
YGY,SC-BRK-0010,2023,3,34.0
GTO,SC-FLT-0002,2021,11,55.0
SRG,SC-CLG-0008,2023,4,73.0
PTK,SC-ELC-0003,2021,3,0.0
PTK,SC-FLT-0008,2024,9,0.0
BJM,SC-ENG-0006,2024,10,19.0
KPG,SC-ENG-0002,2023,3,53.0
TRK,SC-SUS-0005,2024,6,0.0
PTK,SC-ENG-0015,2020,2,0.0
AMQ,SC-FUE-0007,2022,7,0.0
MTR,SC-ENG-0013,2020,4,0.0
PDG,SC-HYD-0006,2024,11,0.0
MND,SC-HYD-0010,2024,12,
BPN2,SC-TRN-0017,2023,6,0.0
SMG,SC-ELC-0010,2021,1,23.0
SMD,SC-SUS-0004,2023,2,14.0
JMB,SC-HYD-0006,2023,6,6.0
BDG,SC-SUS-0016,2022,11,33.0
JMB,SC-FLT-0011,2021,4,6.0
PLU,SC-ENG-0002,2021,10,68.0
SRG,SC-FUE-0015,2022,12,131.0
BKL,SC-CLG-0005,2022,5,7.0
KPG,SC-TWA-0001,2023,4,0.0
BPP,SC-ENG-0005,2024,3,17.0
SMG,SC-FUE-0007,2022,2,0.0
KDI,SC-HYD-0007,2024,12,65.0
MTR,SC-BRK-0013,2022,8,
SOQ,SC-HYD-0006,2024,11,7.0
KPG,SC-ENG-0011,2024,6,0.0
PKU,SC-FUE-0005,2021,7,17.0
CRB,SC-TRN-0004,2023,12,0.0
JAY,SC-FUE-0001,2022,8,29.0
MKS,SC-FLT-0011,2022,2,
CRB,SC-ENG-0008,2023,12,14.0
SMD,SC-CLG-0007,2024,2,13.0
MDN,SC-SUS-0018,2021,10,19.0
KDI,SC-ELC-0009,2020,10,101.0
KDI,SC-FUE-0003,2020,10,8.0
SMG,SC-TRN-0013,2024,10,0.0
BPP,SC-CLG-0001,2022,3,0.0
YGY,SC-TRN-0001,2020,7,0.0
SOQ,SC-ELC-0004,2022,10,0.0
MLG,SC-BRK-0010,2022,5,20.0
LPG,SC-TRN-0018,2021,7,20.0
AMQ,SC-ENG-0001,2020,10,3.0
SRG,SC-HYD-0010,2020,11,110.0
MRK,SC-SUS-0020,2023,8,81.0
YGY,SC-TWA-0005,2020,10,0.0
MRK,SC-HYD-0010,2023,4,107.0
JKT,SC-FUE-0004,2024,3,11.0
CRB,SC-TWA-0008,2020,2,0.0
PKU,SC-TRN-0007,2021,1,1.0
MDN,SC-CLG-0002,2024,5,71.0
BTH,SC-FLT-0012,2023,7,
MLG,SC-FLT-0001,2021,2,16.0
LHK,SC-TWA-0003,2020,3,7.0
PLB,SC-FUE-0011,2022,12,15.0
LHK,SC-BRK-0003,2023,7,78.0
BPN2,SC-BRK-0005,2024,3,15.0
JMB,SC-FUE-0013,2023,1,3.0
SBY,SC-ELC-0009,2023,11,64.0
SMD,SC-ENG-0013,2024,10,0.0
SMD,SC-HYD-0013,2024,11,9.0
YGY,SC-TWA-0007,2020,2,9.0
LHK,SC-ELC-0001,2022,5,7.0
SGT,SC-SUS-0020,2022,4,48.0
YGY,SC-TWA-0011,2021,7,0.0
SRG,SC-FLT-0002,2024,1,
PLU,SC-FUE-0007,2020,6,0.0
LPG,SC-SUS-0016,2024,10,52.0
SGT,SC-TRN-0004,2023,2,27.0
GTO,SC-ELC-0003,2020,4,22.0
KDI,SC-ENG-0002,2021,5,49.0
YGY,SC-ENG-0004,2022,6,0.0
BPP,SC-SUS-0020,2021,11,91.0
MTR,SC-FLT-0011,2022,9,9.0
PLU,SC-CLG-0007,2021,9,41.0
JMB,SC-HYD-0009,2024,7,0.0
LPG,SC-TRN-0001,2021,7,4.0
JMB,SC-HYD-0013,2024,9,0.0
MRK,SC-FUE-0007,2021,5,0.0
DPS,SC-SUS-0014,2022,9,0.0
SOQ,SC-ELC-0002,2021,2,10.0
BJM,SC-FLT-0004,2023,9,2.0
PDG,SC-BRK-0011,2022,10,35.0
JMB,SC-FUE-0009,2023,3,0.0
BPN2,SC-BRK-0010,2022,2,48.0
SOQ,SC-ELC-0009,2021,11,41.0
TRK,SC-HYD-0006,2021,12,25.0
PLB,SC-SUS-0001,2021,6,0.0
PKU,SC-ENG-0007,2023,10,25.0
